delta = 0.260000, m = 6
0.696260	0.793333	0.008868	0.771104	0.873333	0.006717	0.798067	0.900000	0.008552	0.705815	0.813333	0.042857	0.757131	0.906667	0.004692
0.813866	0.913333	0.006013	0.709737	0.726667	0.005673	0.741932	0.886667	0.006703	0.740300	0.833333	0.037115	0.849781	0.953333	0.004940
0.727776	0.873333	0.006183	0.737888	0.860000	0.003760	0.758206	0.893333	0.006049	0.777317	0.880000	0.035956	0.758206	0.893333	0.003072
0.777317	0.880000	0.004545	0.777317	0.880000	0.004031	0.790781	0.893333	0.010610	0.741932	0.886667	0.044698	0.732433	0.853333	0.003415
0.777317	0.880000	0.005200	0.794144	0.913333	0.004483	0.790781	0.893333	0.005215	0.743317	0.893333	0.037577	0.829008	0.953333	0.004080
0.805754	0.906667	0.004427	0.777317	0.880000	0.005668	0.777706	0.900000	0.006807	0.717175	0.786667	0.037571	0.743657	0.866667	0.003617
0.740300	0.833333	0.005046	0.690602	0.840000	0.005736	0.750781	0.886667	0.005201	0.732316	0.820000	0.041778	0.777317	0.880000	0.003863
0.708717	0.740000	0.004869	0.710996	0.720000	0.005587	0.777706	0.900000	0.006389	0.702355	0.806667	0.036640	0.645341	0.840000	0.003743
0.696260	0.793333	0.004954	0.777706	0.900000	0.003966	0.790781	0.893333	0.005635	0.798067	0.900000	0.039064	0.677615	0.733333	0.003942
0.727749	0.880000	0.004525	0.732316	0.820000	0.004023	0.790781	0.893333	0.005800	0.642477	0.746667	0.038717	0.798067	0.900000	0.003498
0.266490	0.513333	0.007135	0.702355	0.806667	0.005202	0.758206	0.893333	0.006289	0.785696	0.906667	0.043991	0.681835	0.853333	0.004332
0.798067	0.900000	0.005093	0.813866	0.913333	0.003986	0.741932	0.886667	0.006247	0.812566	0.926667	0.040430	0.822641	0.933333	0.003046
0.734654	0.880000	0.004684	0.712840	0.713333	0.004422	0.758206	0.893333	0.008293	0.730376	0.886667	0.039794	0.732433	0.853333	0.003166
0.709737	0.726667	0.004395	0.750781	0.886667	0.003871	0.805754	0.906667	0.007064	0.812566	0.926667	0.040532	0.750781	0.886667	0.003559
0.765217	0.866667	0.005617	0.758206	0.893333	0.005093	0.758206	0.893333	0.006882	0.505497	0.753333	0.036180	0.783870	0.886667	0.003453
0.813866	0.913333	0.004498	0.805754	0.906667	0.004352	0.798067	0.900000	0.006000	0.805754	0.906667	0.037691	0.757800	0.900000	0.003002
0.708994	0.733333	0.004539	0.777317	0.880000	0.004312	0.798067	0.900000	0.006352	0.832217	0.946667	0.039197	0.798067	0.900000	0.003302
0.805754	0.906667	0.004789	0.777317	0.880000	0.004057	0.758206	0.893333	0.006246	0.727280	0.846667	0.047686	0.701562	0.853333	0.005364
0.710996	0.720000	0.004152	0.805754	0.906667	0.004286	0.750781	0.886667	0.006048	0.758206	0.893333	0.036106	0.677668	0.726667	0.003591
0.702355	0.806667	0.004048	0.713116	0.773333	0.004157	0.783870	0.886667	0.006090	0.738735	0.893333	0.037643	0.798067	0.900000	0.003478
0.777317	0.880000	0.004607	0.824387	0.940000	0.005544	0.750781	0.886667	0.006201	0.677615	0.733333	0.036607	0.783870	0.886667	0.009888
0.777317	0.880000	0.005769	0.805754	0.906667	0.004136	0.758206	0.893333	0.005576	0.734654	0.880000	0.037293	0.756185	0.880000	0.005095
0.702355	0.806667	0.004669	0.777317	0.880000	0.004720	0.783870	0.886667	0.005910	0.713053	0.880000	0.038876	0.708717	0.740000	0.004419
0.777317	0.880000	0.005350	0.777317	0.880000	0.005053	0.777706	0.900000	0.005767	0.822641	0.933333	0.040450	0.749751	0.873333	0.003847
0.685603	0.833333	0.005198	0.709737	0.726667	0.004769	0.790781	0.893333	0.005793	0.709737	0.726667	0.039210	0.727749	0.880000	0.003455
0.759643	0.860000	0.004861	0.690602	0.840000	0.004557	0.798067	0.900000	0.005047	0.709551	0.820000	0.040162	0.774365	0.906667	0.003759
0.710996	0.720000	0.004871	0.805754	0.906667	0.004144	0.750781	0.886667	0.007521	0.749396	0.846667	0.037371	0.795905	0.926667	0.003443
0.765217	0.866667	0.005258	0.777317	0.880000	0.004285	0.758206	0.893333	0.005616	0.771104	0.873333	0.039754	0.805754	0.906667	0.003607
0.734654	0.880000	0.004527	0.710996	0.720000	0.004085	0.758206	0.893333	0.006887	0.798067	0.900000	0.041960	0.639495	0.773333	0.003908
0.708994	0.733333	0.004814	0.689295	0.826667	0.004007	0.758206	0.893333	0.006419	0.864186	0.960000	0.036702	0.705815	0.813333	0.003152
0.465833	0.606667	0.005319	0.722422	0.840000	0.004106	0.805754	0.906667	0.007306	0.802448	0.926667	0.037519	0.778198	0.920000	0.004283
0.805754	0.906667	0.006121	0.777317	0.880000	0.004741	0.790781	0.893333	0.005295	0.766057	0.900000	0.037379	0.709737	0.726667	0.003238
0.740300	0.833333	0.004737	0.690602	0.840000	0.011770	0.790781	0.893333	0.005818	0.783870	0.886667	0.037369	0.785696	0.906667	0.003379
0.813866	0.913333	0.004473	0.690602	0.840000	0.004858	0.758206	0.893333	0.005139	0.805754	0.906667	0.043598	0.725428	0.806667	0.005799
0.708717	0.740000	0.004611	0.785696	0.906667	0.004766	0.790781	0.893333	0.005838	0.638002	0.713333	0.039915	0.542421	0.666667	0.004093
0.805754	0.906667	0.004207	0.722397	0.800000	0.004885	0.798067	0.900000	0.006605	0.791886	0.926667	0.037102	0.713116	0.773333	0.003334
0.749396	0.846667	0.004439	0.695917	0.846667	0.004532	0.790781	0.893333	0.005445	0.722397	0.800000	0.040077	0.728735	0.813333	0.003244
0.762975	0.886667	0.005841	0.749396	0.846667	0.004654	0.783870	0.886667	0.014911	0.464848	0.580000	0.036415	0.783870	0.886667	0.003233
0.805754	0.906667	0.005445	0.794144	0.913333	0.006264	0.798067	0.900000	0.005812	0.732316	0.820000	0.043959	0.774365	0.906667	0.003682
0.758206	0.893333	0.004826	0.749396	0.846667	0.004470	0.798067	0.900000	0.006367	0.770141	0.893333	0.041316	0.756185	0.880000	0.003683
0.798067	0.900000	0.005685	0.722422	0.840000	0.005038	0.741932	0.886667	0.005863	0.709737	0.726667	0.048783	0.728735	0.813333	0.003755
0.805754	0.906667	0.004174	0.680912	0.826667	0.005719	0.783870	0.886667	0.006504	0.738735	0.893333	0.037412	0.749751	0.873333	0.003696
0.713116	0.773333	0.005110	0.771104	0.873333	0.004639	0.783870	0.886667	0.007399	0.671806	0.786667	0.038513	0.709239	0.853333	0.004062
0.759643	0.860000	0.005280	0.708864	0.746667	0.004892	0.777317	0.880000	0.005977	0.766057	0.900000	0.036713	0.766057	0.900000	0.003282
0.777317	0.880000	0.006436	0.722397	0.800000	0.004987	0.750781	0.886667	0.005750	0.765724	0.913333	0.039424	0.596265	0.693333	0.003591
0.710996	0.720000	0.005346	0.743755	0.880000	0.004494	0.790781	0.893333	0.007748	0.720622	0.873333	0.047181	0.703859	0.846667	0.003475
0.709737	0.726667	0.004684	0.744707	0.840000	0.004226	0.798067	0.900000	0.005902	0.795905	0.926667	0.038339	0.695917	0.846667	0.004650
0.777317	0.880000	0.004869	0.722422	0.840000	0.005597	0.750781	0.886667	0.005486	0.813045	0.933333	0.040464	0.766057	0.900000	0.003617
0.777317	0.880000	0.005429	0.722515	0.880000	0.004677	0.783870	0.886667	0.006249	0.807105	0.933333	0.043508	0.747635	0.900000	0.003277
0.702355	0.806667	0.005252	0.703710	0.866667	0.013353	0.790781	0.893333	0.006219	0.792511	0.920000	0.038346	0.722422	0.840000	0.002813
delta = 0.260000, m = 7
0.725428	0.806667	0.006406	0.805754	0.906667	0.006109	0.798067	0.900000	0.006332	0.832217	0.946667	0.044340	0.734654	0.880000	0.003842
